frame,height,time
151,0,9.96461
152,0,10.0088
153,0,10.0533
154,0,10.1015
155,0,10.1469
156,0,10.1925
157,0,10.2359
158,0,10.2794
159,0,10.3226
160,0,10.3698
161,0,10.4127
162,0,10.4546
163,0,10.4977
164,0,10.5397
165,0,10.5836
166,0,10.627
167,0,10.6765
168,0,10.7178
169,0,10.764
170,0,10.807
171,0,10.8494
172,0,10.8948
173,0,10.9386
174,0,10.9862
175,0,11.0314
176,0,11.0721
177,0,11.1162
178,0,11.1581
179,0,11.1969
180,0,11.2399
181,0,11.2806
182,0,11.3214
183,0,11.3647
184,0,11.4109
185,0,11.4575
186,0,11.5032
187,0,11.5494
188,0,11.5969
189,0,11.6463
190,0,11.6906
191,0,11.7369
192,0,11.7839
193,0,11.8309
194,0,11.8754
195,0,11.9236
196,0,11.9705
197,0,12.0162
198,0,12.0582
199,0,12.1033
200,0,12.15
201,0,12.1961
202,0,12.2415
203,0,12.2884
204,0,12.3328
205,0,12.3816
206,0,12.4288
207,0,12.4761
208,0,12.5188
209,0,12.5661
210,0,12.6108
211,0,12.6558
212,0,12.7007
213,0,12.7467
214,0,12.7891
215,0,12.834
216,0,12.8765
217,0,12.9209
218,0,12.9674
219,0,13.0097
220,0,13.055
221,0,13.1019
222,0,13.1427
223,0,13.1817
224,0,13.2277
225,0,13.2705
226,0,13.3157
227,0,13.3584
228,0,13.4033
229,0,13.4441
230,0,13.4834
231,0,13.5234
232,0,13.5691
233,0,13.6151
234,0,13.6582
235,0,13.7049
236,0,13.7522
237,0,13.7996
238,0,13.8466
239,0,13.8927
240,0,13.9338
241,0,13.9729
242,0,14.0119
243,0,14.0513
244,0,14.0951
245,0,14.1393
246,0,14.1876
247,0,14.2328
248,0,14.2793
249,0,14.327
250,0,14.3772
251,0,14.4165
252,0,14.4601
253,0,14.5041
254,0,14.5482
255,0,14.5888
256,0,14.627
257,0,14.6703
258,0,14.7163
259,0,14.7606
260,0,14.8068
261,0,14.8529
262,0,14.8965
263,0,14.9435
264,0,14.9929
265,0,15.0388
266,0,15.08
267,0,15.1259
268,0,15.1705
269,0,15.2159
270,0,15.2643
271,0,15.3122
272,0,15.358
273,0,15.4053
274,0,15.4537
275,0,15.502
276,0,15.5482
277,0,15.5921
278,0,15.6385
279,0,15.6825
280,0,15.7274
281,0,15.7731
282,0,15.8181
283,0,15.8633
284,0,15.9123
285,0,15.9558
286,0,16.0023
287,0,16.0492
288,0,16.0934
289,0,16.1391
290,0,16.185
291,0,16.2279
292,0,16.2725
293,0,16.3182
294,0,16.3624
295,0,16.4082
296,0,16.4538
297,0,16.4971
298,0,16.5436
299,0,16.5889
300,0,16.6336
301,0,16.6726
302,0,16.7126
303,0,16.7584
304,0,16.8021
305,0,16.847
306,0,16.8913
307,0,16.9367
308,0,16.9828
309,0,17.0254
310,0,17.0643
311,0,17.1072
312,0,17.1525
313,0,17.1977
314,0,17.2452
315,0,17.291
316,0,17.3368
317,0,17.3798
318,0,17.4252
319,0,17.4637
320,0,17.5068
321,0,17.5479
322,0,17.5929
323,0,17.6321
324,0,17.676
325,0,17.7202
326,0,17.7659
327,0,17.8103
328,0,17.8514
329,0,17.8953
330,0,17.935
331,0,17.9789
332,0,18.0203
333,0,18.0635
334,0,18.1036
335,0,18.145
336,0,18.1858
337,0,18.2269
338,0,18.272
339,0,18.3111
340,0,18.3565
341,0,18.3969
342,0,18.4349
343,0,18.4792
344,0,18.5206
345,0,18.56
346,0,18.6054
347,0,18.6502
348,0,18.6956
349,0,18.7404
350,0,18.7859
351,0,18.8261
352,0,18.8704
353,0,18.9124
354,0,18.9572
355,0,19.0013
356,0,19.0459
357,0,19.0918
358,0,19.1341
359,0,19.1794
360,0,19.2197
361,0,19.2614
362,0,19.2994
363,0,19.3439
364,0,19.3865
365,0,19.4308
366,0,19.4753
367,0,19.5213
368,0,19.5647
369,0,19.6053
370,0,19.6511
371,0,19.6935
372,0,19.738
373,0,19.7834
374,0,19.8231
375,0,19.8681
376,0,19.9126
377,0,19.9601
378,0,20.007
379,0,20.0539
380,0,20.0994
381,0,20.1432
382,0,20.1891
383,0,20.2342
384,0,20.2774
385,0,20.3197
386,0,20.3613
387,0,20.4009
388,0,20.4405
389,0,20.4836
390,0,20.526
391,0,20.5677
392,0,20.6133
393,0,20.6578
394,0,20.7004
395,0,20.7459
396,0,20.7899
397,0,20.8312
398,0,20.8768
399,0,20.9183
400,0,20.9614
401,0,21.0021
402,0,21.0455
403,0,21.0885
404,0,21.1325
405,0,21.1797
406,0,21.2261
407,0,21.2654
408,0,21.3097
409,0,21.3558
410,0,21.3982
411,0,21.4382
412,0,21.4764
413,0,21.5214
414,0,21.5634
415,0,21.6056
416,0,21.6501
417,0,21.6959
418,0,21.7412
419,0,21.7827
420,0,21.8281
421,0,21.8746
422,0,21.9203
423,0,21.9688
424,0,22.0165
425,0,22.0648
426,0,22.112
427,0,22.1604
428,0,22.2082
429,0,22.2549
430,0,22.2976
431,0,22.3413
432,0,22.3857
433,0,22.4323
434,0,22.4792
435,0,22.5261
436,0,22.5698
437,0,22.6169
438,0,22.6637
439,0,22.7061
440,0,22.7533
441,0,22.7948
442,0,22.8388
443,0,22.8859
444,0,22.9319
445,0,22.9773
446,0,23.0223
447,0,23.0633
448,0,23.105
449,0,23.1507
450,0,23.1917
451,0,23.2387
452,0,23.2838
453,0,23.3277
454,0,23.3748
455,0,23.4185
456,0,23.4581
457,0,23.5013
458,0,23.5475
459,0,23.5964
460,0,23.6452
461,0,23.6936
462,0,23.7378
463,0,23.7823
464,0,23.8249
465,0,23.8692
466,0,23.908
467,0,23.9508
468,0,23.9959
469,0,24.0399
470,0,24.083
471,0,24.1264
472,0,24.1749
473,0,24.2218
474,0,24.2659
475,0,24.3088
476,0,24.3503
477,0,24.3937
478,0,24.4381
479,0,24.484
480,0,24.5276
481,0,24.5781
482,0,24.6248
483,0,24.6644
484,0,24.7038
485,0,24.7493
486,0,24.7935
487,0,24.8373
488,0,24.8835
489,0,24.9286
490,0,24.9705
491,0,25.0163
492,0,25.0605
493,0,25.1034
494,0,25.1487
495,0,25.1961
496,0,25.2452
497,0,25.2934
498,0,25.3376
499,0,25.3825
500,0,25.4253
501,0,25.4674
502,0,25.5144
503,0,25.5529
504,0,25.5935
505,0,25.6354
506,0,25.6799
507,0,25.725
508,0,25.7717
509,0,25.8159
510,0,25.8608
511,0,25.9065
512,0,25.9504
513,0,25.9967
514,0,26.0454
515,0,26.0916
516,0,26.1393
517,0,26.1862
518,0,26.2335
519,0,26.2804
520,0,26.3233
521,0,26.3677
522,0,26.4097
523,0,26.4475
524,0,26.488
525,0,26.5334
526,0,26.5744
527,0,26.6184
528,0,26.6673
529,0,26.7121
530,0,26.7613
531,0,26.8041
532,0,26.8511
533,0,26.8948
534,0,26.9396
535,0,26.9801
536,0,27.028
537,0,27.0725
538,0,27.121
539,0,27.1695
540,0,27.2164
541,0,27.2609
542,0,27.3048
543,0,27.3506
544,0,27.3969
545,0,27.4413
546,0,27.4881
547,0,27.5342
548,0,27.5784
549,0,27.6269
550,0,27.6667
551,0,27.7128
552,0,27.7617
553,0,27.8028
554,0,27.8452
555,0,27.8889
556,0,27.9298
557,0,27.9755
558,0,28.02
559,0,28.0642
560,0,28.1085
561,0,28.1534
562,0,28.1961
563,0,28.2468
564,0,28.2946
565,0,28.3407
566,0,28.3821
567,0,28.4227
568,0,28.4639
569,0,28.5101
570,0,28.5499
571,0,28.5947
572,0,28.6438
573,0,28.6888
574,0,28.7283
575,0,28.7729
576,0,28.8116
577,0,28.8521
578,0,28.8926
579,0,28.9305
580,0,28.9743
581,0,29.0209
582,0,29.0655
583,0,29.11
584,0,29.1549
585,0,29.1972
586,0,29.2377
587,0,29.2772
588,0,29.3193
589,0,29.3654
590,0,29.4101
591,0,29.4555
592,0,29.5018
593,0,29.5513
594,0,29.5964
595,0,29.6395
596,0,29.6807
597,0,29.7263
598,0,29.7733
599,0,29.8143
600,0,29.8581
601,0,29.9027
602,0,29.9465
603,0,29.9898
604,0,30.0328
605,0,30.0777
606,0,30.124
607,0,30.1728
608,0,30.2203
609,0,30.2641
610,0,30.3038
611,0,30.3488
612,0,30.3912
613,0,30.4364
614,0,30.4853
615,0,30.529
616,0,30.5728
617,0,30.6165
618,0,30.6604
619,0,30.7063
620,0,30.751
621,0,30.7965
622,0,30.8386
623,0,30.8865
624,0,30.9298
625,0,30.9712
626,0,31.0179
627,0,31.0622
628,0,31.1085
629,0,31.154
630,0,31.1937
631,0,31.2377
632,0,31.2819
633,0,31.3271
634,0,31.3691
635,0,31.4155
636,0,31.4638
637,0,31.5095
638,0,31.5593
639,0,31.6043
640,0,31.6483
641,0,31.6953
642,0,31.7405
643,0,31.7827
644,0,31.8285
645,0,31.873
646,0,31.9226
647,0,31.9681
648,0,32.0097
649,0,32.05
650,0,32.1005
651,0,32.1452
652,0,32.1871
653,0,32.2323
654,0,32.2727
655,0,32.3174
656,0,32.3643
657,0,32.4068
658,0,32.4507
659,0,32.4963
660,0,32.5383
661,0,32.5816
662,0,32.6276
663,0,32.6722
664,0,32.7161
665,0,32.7632
666,0,32.8124
667,0,32.8601
668,0,32.9026
669,0,32.9404
670,0,32.9845
671,0,33.031
672,0,33.0759
673,0,33.1213
674,0,33.162
675,0,33.2053
676,0,33.2433
677,0,33.29
678,0,33.3288
679,0,33.3722
680,0,33.4175
681,0,33.4373
682,0,33.4701
683,0,33.5017
684,0,33.5294
685,0,33.5657
686,0,33.59
687,0,33.6241
688,0,33.6532
689,0,33.6814
690,0,33.7163
691,0,33.7435
692,0,33.7819
693,0,33.8268
694,0,33.8713
695,0,33.9128
696,0,33.9559
697,0,33.9996
698,0,34.0445
699,0,34.0891
