frame,height,time
0,0,2.97241
1,0,3.0154
2,0,3.05983
3,0,3.10739
4,0,3.14966
5,0,3.19517
6,0,3.24008
7,0,3.2832
8,0,3.32916
9,0,3.37312
10,0,3.4192
11,0,3.46366
12,0,3.51041
13,0,3.5581
14,0,3.60131
15,0,3.64614
16,0,3.6887
17,0,3.73828
18,0,3.78256
19,0,3.82622
20,0,3.87099
